 =============== Calibration Condition Section =============== 
RefNum = 1
Radius1 = 00800
Radius2 = 00000

 ================= Calibration Data Section ================== 
WORKINGDISTANCE	=	30000

------------- Distance from center of Placido --------------- 
angle	Ring0	Ring1	Ring2	Ring3	Ring4	Ring5	Ring6	Ring7	Ring8	Ring9	Ring10	Ring11	Ring12	Ring13	Ring14	Ring15	Ring16	Ring17	Ring18	Ring19	Ring20	Ring21	Ring22	Ring23	Ring24	Ring25	Ring26	Ring27	Ring28	Ring29	Ring30	Ring31	Ring32	Ring33	Ring34	Ring35	Ring36	Ring37	Ring38	
  280	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5424	   5222	   5011	   4779	   4532	   4277	   4003	   3714	   3414	   3117	      0	      0	      0	      0	      0	      0	      0	      0	
  281	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5424	   5222	   5010	   4779	   4532	   4277	   4003	   3714	   3413	   3115	      0	      0	      0	      0	      0	      0	      0	      0	
  282	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7003	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4779	   4532	   4277	   4003	   3714	   3413	   3113	      0	      0	      0	      0	      0	      0	      0	      0	
  283	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7003	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5424	   5222	   5010	   4778	   4532	   4277	   4003	   3714	   3412	   3110	      0	      0	      0	      0	      0	      0	      0	      0	
  284	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7003	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4778	   4532	   4277	   4002	   3714	   3412	   3108	      0	      0	      0	      0	      0	      0	      0	      0	
  285	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4778	   4532	   4277	   4002	   3714	   3411	   3105	      0	      0	      0	      0	      0	      0	      0	      0	
  286	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4778	   4532	   4277	   4002	   3714	   3410	   3101	      0	      0	      0	      0	      0	      0	      0	      0	
  287	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4778	   4532	   4277	   4002	   3714	   3409	   3098	      0	      0	      0	      0	      0	      0	      0	      0	
  288	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4778	   4532	   4277	   4002	   3714	   3408	   3095	      0	      0	      0	      0	      0	      0	      0	      0	
  289	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5423	   5222	   5010	   4778	   4532	   4277	   4002	   3714	   3407	   3092	      0	      0	      0	      0	      0	      0	      0	      0	
  290	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4778	   4532	   4278	   4002	   3714	   3407	   3090	   2756	      0	      0	      0	      0	      0	      0	      0	
  291	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4532	   4278	   4003	   3714	   3406	   3088	   2753	      0	      0	      0	      0	      0	      0	      0	
  292	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4533	   4278	   4003	   3714	   3407	   3086	   2751	      0	      0	      0	      0	      0	      0	      0	
  293	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4533	   4278	   4003	   3714	   3407	   3084	   2749	      0	      0	      0	      0	      0	      0	      0	
  294	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4533	   4278	   4003	   3715	   3407	   3082	   2746	      0	      0	      0	      0	      0	      0	      0	
  295	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4533	   4278	   4003	   3715	   3407	   3081	   2745	      0	      0	      0	      0	      0	      0	      0	
  296	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4533	   4278	   4003	   3715	   3407	   3081	   2745	      0	      0	      0	      0	      0	      0	      0	
  297	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5987	   5796	   5616	   5423	   5222	   5010	   4779	   4534	   4279	   4003	   3715	   3407	   3081	   2744	      0	      0	      0	      0	      0	      0	      0	
  298	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5222	   5010	   4779	   4534	   4279	   4004	   3715	   3407	   3081	   2744	      0	      0	      0	      0	      0	      0	      0	
  299	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5222	   5010	   4780	   4534	   4279	   4004	   3715	   3407	   3081	   2744	      0	      0	      0	      0	      0	      0	      0	
  300	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5222	   5010	   4780	   4534	   4279	   4004	   3716	   3407	   3081	   2743	      0	      0	      0	      0	      0	      0	      0	
  301	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5222	   5010	   4780	   4534	   4280	   4004	   3715	   3407	   3081	   2743	      0	      0	      0	      0	      0	      0	      0	
  302	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5222	   5011	   4780	   4535	   4280	   4004	   3715	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  303	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5223	   5011	   4780	   4535	   4280	   4005	   3715	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  304	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5796	   5616	   5424	   5223	   5011	   4780	   4535	   4280	   4005	   3715	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  305	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6448	   6311	   6164	   5988	   5795	   5616	   5424	   5223	   5011	   4780	   4535	   4280	   4005	   3715	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  306	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6449	   6311	   6164	   5988	   5795	   5616	   5424	   5223	   5011	   4780	   4535	   4280	   4005	   3715	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  307	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6807	   6695	   6575	   6449	   6311	   6164	   5987	   5795	   5616	   5424	   5223	   5011	   4781	   4535	   4280	   4005	   3715	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  308	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6807	   6695	   6575	   6449	   6311	   6164	   5987	   5795	   5616	   5424	   5223	   5011	   4781	   4535	   4280	   4005	   3716	   3407	   3081	   2742	      0	      0	      0	      0	      0	      0	      0	
  309	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6807	   6695	   6576	   6449	   6311	   6164	   5987	   5795	   5616	   5424	   5223	   5011	   4781	   4535	   4280	   4005	   3716	   3407	   3080	   2741	      0	      0	      0	      0	      0	      0	      0	
  310	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6908	   6807	   6695	   6576	   6449	   6311	   6164	   5987	   5795	   5616	   5424	   5223	   5012	   4781	   4535	   4280	   4005	   3716	   3407	   3080	   2740	      0	      0	      0	      0	      0	      0	      0	
  311	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6908	   6807	   6695	   6576	   6449	   6311	   6164	   5987	   5795	   5616	   5424	   5223	   5011	   4781	   4535	   4280	   4005	   3716	   3407	   3080	   2740	      0	      0	      0	      0	      0	      0	      0	
  312	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6908	   6807	   6695	   6576	   6449	   6311	   6164	   5987	   5795	   5615	   5424	   5223	   5011	   4781	   4535	   4280	   4006	   3716	   3407	   3080	   2740	   2400	      0	      0	      0	      0	      0	      0	
  313	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6909	   6807	   6695	   6576	   6449	   6311	   6164	   5987	   5795	   5615	   5424	   5223	   5011	   4781	   4534	   4280	   4006	   3716	   3407	   3079	   2740	   2392	   2001	      0	      0	      0	      0	      0	
  314	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6909	   6807	   6695	   6575	   6449	   6311	   6164	   5987	   5795	   5615	   5423	   5222	   5011	   4781	   4534	   4279	   4005	   3716	   3407	   3079	   2740	   2390	   1996	      0	      0	      0	      0	      0	
  315	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6909	   6807	   6695	   6575	   6449	   6311	   6164	   5987	   5794	   5615	   5423	   5222	   5011	   4781	   4534	   4279	   4005	   3716	   3408	   3080	   2739	   2389	   1994	      0	      0	      0	      0	      0	
  316	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6909	   6807	   6695	   6575	   6449	   6311	   6164	   5987	   5794	   5614	   5423	   5222	   5011	   4781	   4534	   4279	   4005	   3716	   3408	   3080	   2739	   2387	   1993	      0	      0	      0	      0	      0	
  317	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7169	   7088	   7002	   6909	   6807	   6695	   6575	   6449	   6311	   6163	   5987	   5794	   5614	   5423	   5222	   5011	   4781	   4534	   4279	   4005	   3716	   3408	   3079	   2738	   2385	   1991	      0	      0	      0	      0	      0	
  318	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6909	   6807	   6695	   6575	   6448	   6311	   6163	   5987	   5794	   5614	   5423	   5222	   5011	   4781	   4534	   4279	   4005	   3716	   3408	   3080	   2737	   2380	   1987	      0	      0	      0	      0	      0	
  319	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6807	   6695	   6575	   6448	   6311	   6164	   5987	   5794	   5614	   5423	   5222	   5011	   4781	   4534	   4279	   4005	   3716	   3408	   3080	   2737	   2378	   1985	   1579	      0	      0	      0	      0	
  320	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6807	   6695	   6575	   6448	   6311	   6163	   5987	   5794	   5613	   5422	   5221	   5011	   4781	   4534	   4279	   4005	   3716	   3408	   3080	   2736	   2376	   1983	   1579	      0	      0	      0	      0	
  321	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6807	   6695	   6575	   6448	   6311	   6163	   5986	   5794	   5613	   5422	   5221	   5011	   4781	   4534	   4279	   4005	   3715	   3408	   3080	   2736	   2375	   1981	   1578	   1154	      0	      0	      0	
  322	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6807	   6695	   6575	   6448	   6311	   6163	   5986	   5793	   5613	   5422	   5221	   5010	   4781	   4534	   4279	   4005	   3715	   3408	   3081	   2735	   2373	   1979	   1578	   1152	      0	      0	      0	
  323	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7001	   6908	   6807	   6695	   6575	   6448	   6310	   6163	   5986	   5793	   5613	   5422	   5220	   5010	   4780	   4534	   4279	   4005	   3715	   3408	   3081	   2735	   2371	   1977	   1577	   1150	      0	      0	      0	
  324	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7001	   6908	   6806	   6695	   6575	   6448	   6310	   6163	   5986	   5793	   5613	   5421	   5220	   5009	   4780	   4534	   4278	   4004	   3715	   3408	   3081	   2735	   2370	   1976	   1576	   1148	      0	      0	      0	
  325	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7001	   6908	   6806	   6695	   6575	   6448	   6310	   6163	   5986	   5793	   5613	   5421	   5219	   5009	   4780	   4534	   4278	   4004	   3714	   3408	   3081	   2734	   2368	   1974	   1575	   1147	      0	      0	      0	
  326	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7088	   7001	   6907	   6806	   6695	   6574	   6448	   6310	   6163	   5986	   5793	   5613	   5421	   5219	   5008	   4779	   4534	   4278	   4003	   3714	   3408	   3081	   2734	   2367	   1973	   1574	   1145	      0	      0	      0	
  327	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7088	   7001	   6907	   6806	   6694	   6574	   6447	   6310	   6163	   5986	   5793	   5612	   5421	   5219	   5008	   4779	   4533	   4278	   4003	   3714	   3407	   3081	   2734	   2366	   1971	   1573	   1142	    678	    196	      0	
  328	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6694	   6574	   6447	   6310	   6163	   5986	   5792	   5612	   5420	   5218	   5008	   4779	   4533	   4277	   4003	   3713	   3407	   3081	   2734	   2366	   1971	   1572	   1140	    676	    195	      0	
  329	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6694	   6574	   6447	   6310	   6162	   5986	   5792	   5612	   5420	   5218	   5007	   4779	   4533	   4277	   4002	   3713	   3407	   3081	   2734	   2365	   1970	   1571	   1138	    675	    193	      0	
  330	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6694	   6574	   6447	   6309	   6162	   5985	   5792	   5612	   5420	   5218	   5007	   4778	   4533	   4277	   4002	   3713	   3407	   3082	   2733	   2365	   1970	   1570	   1136	    673	    192	      0	
  331	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6694	   6574	   6447	   6309	   6162	   5985	   5792	   5612	   5420	   5217	   5007	   4778	   4532	   4277	   4002	   3712	   3407	   3081	   2733	   2365	   1970	   1569	   1134	    670	    191	      0	
  332	      0	   7531	   7499	   7461	   7415	   7363	   7304	   7239	   7167	   7087	   7001	   6907	   6806	   6694	   6574	   6447	   6309	   6162	   5985	   5792	   5612	   5420	   5217	   5007	   4778	   4532	   4276	   4001	   3712	   3406	   3081	   2733	   2365	   1969	   1568	   1132	    669	    189	      0	
